id,slug,sku,category,sourceName,proposedEnglishName,sourceDescription,proposedEnglishDescription,status,notes
90c8f02e-657d-42a2-b8a1-ff8808aba050,KIMCHI-2312,KIMCHI-2312,Słodycze / Przekąski,Cukierki winogronowe (12% soku owocowego) 153g - Lotte,Grape Candies (12% Fruit Juice) 153g - Lotte,"Cudownie soczyste, cukierkowo słodkie owocowe landrynki o intensywnym smaku winogron. Okrągłe, zielone i błyszczące - już sam ich wygląd przywodzi na myśl obfite, dojrzałe owoce letniej winorośli. A do tego ten smak! Winogronowe cukierki Lotte to słodkie smakołyki przełamane subtelną, kwaskową nutą, które rozpuszczają się bardzo powoli. Dzięki temu każdą kuleczką będziesz się cieszyć przed dłuuugi czas~!",Grape Candies (12% Fruit Juice) 153g - Lotte,translated,
46d04bff-5803-4e00-9589-e54e8a877598,KIMCHI-5814,KIMCHI-5814,Słodycze / Przekąski,Cukierki z 100% miodu Honey candy 51g - Senjaku,100% Honey Candy 51g - Senjaku,Cukierki z 100% miodu Honey candy 51g - Senjaku,100% Honey Candy 51g - Senjaku,translated,
969ff1a9-8264-4591-a408-5470002168b9,KIMCHI-4301,KIMCHI-4301,Słodycze / Przekąski,Cukierki z czarnego i czerwonego żeń-szenia GeumSan 270g - Hongsamin,Black and Red Ginseng Candies GeumSan 270g - Hongsamin,"Oryginalne landrynki z czerwonym i czarnym żeń-szeniem GeumSan renomowanej koreańskiej marki Hongsamin o słodkim smaku przełamanym charakterystyczną goryczką. Cukierki zawierają znakomitej jakości ekstrakty z dwóch rodzajów koreańskiego żeń-szenia Panax ginseng, nasycone wyjątkowymi dla tego gatunku adaptogenami znanymi jako ginsenozydy oraz peptydoglikanami i witaminami, m.in. B1, B2 i C. Cenne bioaktywne ginsenozydy - Rg3, Rg5, Rk1 oraz inne odmiany - regulują poziom cukru we krwi i stany zapalne oraz pielęgnują zdrowie komórek, wykazując silne działanie antyoksydacyjne, będące niezwykle ważnym czynnikiem w skutecznej profilaktyce przeciwnowotworowej. Dobroczynne składniki zawarte w cukierkach wyróżniają się wysoką przyswajalnością , dzięki czemu mogą być one stosowane jako suplement diety. Czerwony oraz czarny żeń-szeń są pomocnym wsparciem dla prawidłowego krążenia krwi oraz niezawodnym środkiem na wzmocnienie odporności. Nie sposób nie wspomnieć też o jego osławionym, korzystnym wpływie na działanie mózgu i układu nerwowego. Regularnie stosowany żeń-szeń zmniejsza bowiem uczucie zmęczenia, dostarcza naturalny zastrzyk energii, pomaga w ochronie organizmu przed negatywnymi skutkami stresu, poprawia koncentrację oraz polepsza pamięć. Dzięki tym właściwościom polecany jest w szczególności osobom wykonującym intensywną pracę umysłową. Ożywczy czerwony żeń-szeń, powstały w procesie jednokrotnego parowania i suszenia, na dobre rozgościł się już na europejskim rynku, gdzie dostępny jest przede wszystkim w postaci suplementów w kapsułkach i podobnych preparatów. Czarny żeń-szeń stanowi zaś zupełną nowość , wciąż trudno dostępną poza krajami azjatyckimi. Opracowany przez koreańskie uniwersytety Kangwon oraz Kyung He, przygotowywany jest poprzez wielokrotne parowanie i suszenie (zwykle do 9 razy), co pozwala uzyskać odmienny skład chemiczny o większym stężeniu i silniejszym wpływie na wydajność intelektualną.",Black and Red Ginseng Candies GeumSan 270g - Hongsamin,translated,
d66f500b-5f1e-40a2-acfe-e9f8d534ee17,KIMCHI-5474,KIMCHI-5474,Słodycze / Przekąski,Cukierki z czerwonego żeń-szenia GeumSan 200g - Hongsamin,Red Ginseng Candies GeumSan 200g - Hongsamin,Cukierki z czerwonego żeń-szenia GeumSan 200g - Hongsamin,Red Ginseng Candies GeumSan 200g - Hongsamin,translated,
2b1359cc-4b11-4b38-9fae-9430b59ead2d,KIMCHI-5815,KIMCHI-5815,Słodycze / Przekąski,Cukierki z miodu i imbiru Honey & Ginger candy 51g - Senjaku,Honey & Ginger Candy 51g - Senjaku,Cukierki z miodu i imbiru Honey & Ginger candy 51g - Senjaku,Honey & Ginger Candy 51g - Senjaku,translated,
dbe24f08-3af2-46c0-8e87-465b0aee0af1,KIMCHI-5317,KIMCHI-5317,Słodycze / Przekąski,Cukierki z miodu i yuzu Honey & Yuzu 51g - Senjaku,Honey & Yuzu 51g - Senjaku,Cukierki z miodu i yuzu Honey & Yuzu 51g - Senjaku,Honey & Yuzu 51g - Senjaku,translated,
768b2f6d-f60e-422b-a05e-01d8eea76649,KIMCHI-361,KIMCHI-361,Przyprawy jednoskładnikowe,"Cukier palmowy, bryłki 454g - Cock Brand","Palm Sugar, Blocks 454g - Cock Brand","Cukier palmowy w bryłkach to naturalny słodzik o karmelowym aromacie i niższym IG. Doskonały do deserów, sosów i dań wytrawnych – zdrowsza alternatywa dla cukru białego.","Palm sugar in blocks is a natural sweetener with a caramel aroma. Perfect for desserts, sauces, and savory dishes.",translated,
82fcfec8-7718-4f86-893b-33c47a1374c5,KIMCHI-5324,KIMCHI-5324,Przyprawy,Cukier palmowy Gula Djawa Cylinder 250g - Lucullus,Palm Sugar Gula Djawa Cylinder 250g - Lucullus,"Cukier palmowy w bryłkach to naturalny słodzik o karmelowym aromacie i niższym IG. Doskonały do deserów, sosów i dań wytrawnych – zdrowsza alternatywa dla cukru białego.","Palm sugar in blocks is a natural sweetener with a caramel aroma. Perfect for desserts, sauces, and savory dishes.",translated,
37cb4889-7866-4144-a0d7-0510e3d1dbb3,KIMCHI-5325,KIMCHI-5325,Przyprawy,Cukier palmowy Gula Djawa Slice 250g - Lucullus,Palm Sugar Gula Djawa Slice 250g - Lucullus,"Cukier palmowy w bryłkach to naturalny słodzik o karmelowym aromacie i niższym IG. Doskonały do deserów, sosów i dań wytrawnych – zdrowsza alternatywa dla cukru białego.","Palm sugar in blocks is a natural sweetener with a caramel aroma. Perfect for desserts, sauces, and savory dishes.",translated,
f588dea3-e54b-4fc8-b2f9-56ca33933098,KIMCHI-343,KIMCHI-343,Przyprawy jednoskładnikowe,Cukier trzcinowy (brązowy) nierafinowany 500g - Mauritus Golden Cane,Unrefined Brown Sugar 500g - Mauritus Golden Cane,"Nierafinowany cukier trzcinowy o miodowym aromacie to naturalna alternatywa dla białego cukru. Bogaty w minerały, idealny do deserów, napojów i klasycznych drinków jak Mojito czy Caipirinha.","Unrefined brown sugar with a honey aroma is a natural alternative to white sugar. Ideal for desserts, drinks, and classic cocktails.",translated,
35ed2182-1106-4b76-b2b6-07a250bf03c2,KIMCHI-3266,KIMCHI-3266,Przyprawy jednoskładnikowe,"Cukier trzcinowy jaggery, kruszony 500g - Amutha",Crushed Jaggery Sugar 500g - Amutha,"Indyjski cukier jaggery, znany także pod nazwą gur, to rodzaj nierafinowanego, brązowego cukru , otrzymywanego metodami tradycyjnymi. Powstały w procesie podgrzewania soku z trzciny cukrowej, posiada charakterystyczną, brązową barwę oraz głęboki smak, łączący w sobie nuty karmelu, miodu i melasy. Jaggery zalicza się do cukrów surowych, o wysokiej zawartości melasy. Ten ciemnobrązowy, słodki syrop, będący produktem ubocznym produkcji cukru, odpowiedzialny jest za wyjątkowy smak oraz konsystencję cukru trzcinowego. Ponadto, melasa stanowi też źródło wielu cennych składników mineralnych i witamin , co czyni nierafinowany cukier trzcinowy najbardziej wartościowym wyborem spośród wielu słodzików. Jaggery zawiera mikro- i makroelementy w postaci wapnia, magnezu, manganu, fosforu, potasu, żelaza, cynku i miedzi oraz witaminy, m.in. A, E i witaminy z grupy B. Zze względu na dużą zawartość sacharozy, należy spożywać go jednak w ograniczonych ilościach, podobnie jak inne cukry.",Crushed jaggery sugar is a natural sweetener used in various dishes.,translated,
c902f0d5-9751-4578-83ca-9b027c38c214,KIMCHI-3151,KIMCHI-3151,Dania gotowe,Curry Medium Hot - curry instant w proszku 1kg - Ottogi,Medium Hot Curry - Instant Curry Powder 1kg - Ottogi,"Ottogi Curry Medium w dużym, ekonomicznym opakowaniu 1kg. Średnio ostre Koreańskie curry w proszku renomowanej firmy Ottogi - niezawodny sposób na pyszny, szybki obiad. Curry Ottogi to aromatyczna mieszanka warzyw i orientalnych przypraw, suszona metodą gwarantującą zachowanie ich intensywnego smaku i aromatu. Harmonijne połączenie smaków słodkich i słonych, przełamane rozgrzewającym, pikantnym akcentem czyni koreańskie curry uzależniająco smacznym daniem, do którego chętnie powrócisz. Nowa, ulepszona formuła - łatwo się rozpuszcza! :) (przepis na 4 porcje) Sposób przygotowania: Kroimy mięso, cebulę, ziemniaki oraz marchewkę na małe kawałki i podsmażamy w garnku na rozgrzanym oleju. Do warzyw dodajemy wodę i doprowadzamy do wrzenia. Gotujemy wszystko na średnim ogniu do całkowitego ugotowania mięsa lub do momentu, aż składniki nabiorą preferowanej miękkości. Zmniejszamy ogień i stopniowo dodajemy mieszankę Ottogi Curry. Łączymy dokładnie, a następnie zagotowujemy. Kiedy sos zgęstnieje, zdejmujemy curry z ognia. Serwujemy na ciepło w towarzystwie ugotowanego ryżu lub makaronu udon.",Medium hot curry powder for quick and easy meal preparation.,translated,
ece47f85-36f0-43eb-b18a-810abe7f62f9,KIMCHI-5020,KIMCHI-5020,Herbaty,Czarna herbata Black Tea Yunnan 30g - Golden Turtle,Black Tea Yunnan 30g - Golden Turtle,Czarna herbata Black Tea Yunnan 30g - Golden Turtle,"Black tea Yunnan in a 30g package, perfect for brewing a flavorful cup.",translated,
a48f20b9-06d2-4875-beb7-0715dbd1ff8c,KIMCHI-5728,KIMCHI-5728,Herbaty,Czarna herbata liczi Lychee Black Tea 50g - Shan Wai Shan,Lychee Black Tea 50g - Shan Wai Shan,Czarna herbata liczi Lychee Black Tea 50g - Shan Wai Shan,"Lychee black tea in a 50g package, ideal for a fragrant tea experience.",translated,
40876594-5e03-4c95-87aa-b7bd41e5fc55,KIMCHI-1147,KIMCHI-1147,Pozostałe produkty,Czerwona fasolka azuki 900g - Valle Del Sole,Adzuki Beans 900g - Valle Del Sole,"Czerwona, słodka fasola Azuki. Przygotowana z niej pasta anko to powszechnie używany w Azji składnik wielu pysznych deserów i dań na słodko. Anko ma gęstą konsystencję i delikatny, daktylowy posmak. Sama w sobie stanowi smakowite nadzienie oraz smarowidło na chleb czy omlety. Z jej dodatkiem przygotować możemy chińskie bułeczki na parze, które są ulubionym deserem Chińczyków lub miękkie i lekko ciągnące mochi, cieszące się ogromnym uznaniem i popularnością w Japonii. Możliwości są niezliczone, za to satysfakcja gwarantowana. Zalewamy fasolkę wodą i pozostawiamy do namoczenia na 1-2 godziny. Po tym czasie odlewamy wodę * i przekładamy azuki do garnka. Zalewamy fasolę wodą w proporcjach 4 szklanek wody na 1 szklankę azuki. Naczynie przykrywamy pokrywką i wstawiamy na średni ogień. Kiedy woda zaczyna wrzeć, zmniejszamy płomień i przechylamy pokrywkę tak, aby powstała przestrzeń dla uciekającej pary. Gotujemy fasolkę na małym ogniu przez ok. 60 minut lub do uzyskania pożądanej konsystencji. Wskazówka -pozbywanie się wody pozostałej po namaczaniu fasoli nie jest konieczne. Podczas procesu namaczania do wody uwalnia się część cukrów, odpowiedzialnych za powstawanie gazów po spożyciu roślin strączkowych. Poza tym ma ono na celu skrócić czas gotowania. Odlanie wody z namaczania może być natomiast wskazane w przypadku osób z zespołem drażliwego jelita. :)","Adzuki beans in a 900g package, suitable for various culinary uses.",translated,
972604fc-c975-46de-9515-e0c0707d518f,KIMCHI-5250,KIMCHI-5250,Ramyun / Ramen,"Danie Bibimmen II, makaron w sosie z czarnej fasoli 4 x 130g - Paldo","Bibimmen II, Noodles in Black Bean Sauce 4 x 130g - Paldo","Danie Bibimmen II, makaron w sosie z czarnej fasoli 4 x 130g - Paldo Szukasz zupy z charakterem i... urokiem gwiazdy K-dramy? Mamy coś dla Ciebie! W każdym opakowaniu Bibimmen II znajdziesz nie tylko pyszny makaron w kultowym sosie z czarnej fasoli, ale też... Byeon Woo-seoka ! No dobrze, nie jego samego (jeszcze), ale jego kolekcjonerską fotografię z podpisem – prosto z Korei Południowej. Byeon Woo-seok – aktor, model, król serc fanek (i fanów) z „Lovely Runner” i „Dziewczyny z XX wieku” na Netfliksie – uśmiecha się do Ciebie prosto z opakowania. Sposób przygotowania na gorąco: Nalej do garnka 700 ml wody i doprowadź do wrzenia. Do gotującej się wody wrzuć makaron oraz zawartość paczuszki z posypką. Gotuj na średnim ogniu przez 4 minuty. Odlej 2 łyżki wody z makaronu do oddzielnego naczynia. Odcedź makaron. Dodaj pozostałą wodę i zawartość saszetki z sosem. Podsmaż wszystko metodą stir- fry, aż pozostała woda się zredukuje. Przełóż do dużej miski, jeszcze raz porządnie wymieszaj i gotowe! Sposób przygotowania na zimno: Nalej do garnka 700 ml wody i doprowadź do wrzenia. Do gotującej się wody wrzuć makaron oraz zawartość paczuszki z posypką. Gotuj na średnim ogniu przez 5,5 minuty. Odcedź makaron i przepłucz zimną wodą. Dodaj zawartość saszetki z sosem. Przełóż do dużej miski, jeszcze raz porządnie wymieszaj i gotowe! Wskazówka: Zainspiruj się propozycją podania! Dodaj do noodli trochę sezamu, pokruszonego chili oraz garstkę pasków nori i ciesz się dodatkową porcją umami, która dopieści Twoje podniebienie. :)","Noodles in black bean sauce, convenient for a quick meal.",translated,
ab73c878-3fbe-494a-bb85-12dbe2bd93c3,KIMCHI-4906,KIMCHI-4906,Ramyun / Ramen,Danie Buldak o smaku ostrego kurczaka Cream Carbonara 140g - Samyang,Samyang Buldak Cream Carbonara Spicy Chicken Dish 140g,Uwaga! Krótka data minimalnej trwałości. Najlepiej spożyć do: 23.10.2025 Produkty z krótkim terminem ważności nie podlegają zwrotom. Danie o smaku ostrego kurczaka Cream Carbonara 140g - Samyang,Spicy chicken dish with cream carbonara flavor in a 140g package by Samyang.,translated,
02f6c608-59f6-4356-9604-497174b4fd5d,KIMCHI-4560,KIMCHI-4560,Ramyun / Ramen,"Danie Buldak o smaku ostrego kurczaka Multi Cheese Fire Chicken, duża micha 110g - Samyang","Samyang Buldak Multi Cheese Fire Chicken Dish, Large Bowl 110g","Danie o smaku ostrego kurczaka 4 Cheese Fire Chicken, duża micha 110g - Samyang Biorąc przykład z Koreańczyków, makaron możemy wzbogacić o różne dodatki: gotowane lub surowe jajko, pierogi, pokrojoną szalotkę lub dymkę i wiele innych. Wszystko zależy od naszej własnej inwencji.","Spicy chicken dish with 4 cheese flavor in a large bowl, 110g by Samyang.",translated,
4f8f592b-2d2e-420a-90e6-96b5fcb01999,KIMCHI-4558,KIMCHI-4558,Ramyun / Ramen,"Danie Buldak o smaku ostrego kurczaka Rose Sauce Ramen, duża micha 105g - Samyang","Samyang Buldak Rose Sauce Ramen Spicy Chicken Dish, Large Bowl 105g","Danie o smaku ostrego kurczaka Rose Sauce Ramen, duża micha 105g - Samyang Biorąc przykład z Koreańczyków, makaron możemy wzbogacić o różne dodatki: gotowane lub surowe jajko, pierogi, pokrojoną szalotkę lub dymkę i wiele innych. Wszystko zależy od naszej własnej inwencji.","Spicy chicken dish with rose sauce flavor in a large bowl, 105g by Samyang.",translated,
7b8f5085-ea0c-4787-8051-fc7dc1837d36,KIMCHI-5735,KIMCHI-5735,Ramyun / Ramen,Danie instant makaron Stir Fry Ramen Carbonara Hot Chicken 5x145g - Garak,Garak Instant Stir Fry Ramen Carbonara Hot Chicken 5x145g,Danie instant makaron Stir Fry Ramen Carbonara Hot Chicken 5x145g - Garak,"Instant stir fry ramen with carbonara hot chicken flavor in a pack of 5, 145g each by Garak.",translated,
9f3f779d-aba3-4ce4-b5bf-2359c616f0a0,KIMCHI-5410,KIMCHI-5410,Dania gotowe,Danie instant makaron Stir-Fry Udon Sukiyaki dwie porcje (2x180g) 360g Otafuku,"Otafuku Instant Stir-Fry Udon Sukiyaki, Two Servings (2x180g) 360g","Danie instant makaron Stir-Fry Udon Sukiyaki dwie porcje (2x180g) 360g Otafuku Dodaj 45 ml (ok. 3 łyżki) wody do miski, wstawdo mikrofali (700W) na 2 minuty, dodaj sos i dokładnie wymieszaj, gotowe! :)","Instant stir-fry udon with sukiyaki flavor, two servings in a 360g package by Otafuku.",translated,
ec10575b-de00-4250-8fed-b790ed3d4436,KIMCHI-5411,KIMCHI-5411,Dania gotowe,Danie instant makaron Stir-Fry Yakisoba dwie porcje (2x185g) 370g Otafuku,"Otafuku Instant Stir-Fry Yakisoba, Two Servings (2x185g) 370g",Danie instant makaron Stir-Fry Yakisoba dwie porcje (2x185g) 370g Otafuku,"Instant stir-fry yakisoba, two servings in a 370g package by Otafuku.",translated,
5d31a7e1-f1d7-472e-92e4-9ba1f3039f17,KIMCHI-5737,KIMCHI-5737,Dania gotowe,Danie instant makaron świeży udon Carbonara Hot Chicken 230g - Garak,Garak Instant Fresh Udon Carbonara Hot Chicken 230g,"Danie instant makaron świeży udon Carbonara Hot Chicken 230g - Garak Włóż makaron do miski i zalej gorąco wodą do wskazanej linii, wstaw do mikrofali na 2 minuty (700W), następnie odlej wodę zostawiając około 2 łyżki stołowe. Dodaj saszetkę z przyprawami i dokładnie wymieszaj. Gotowe! :)",Instant fresh udon with carbonara hot chicken flavor in a 230g package by Garak.,translated,
0784ccaa-05e7-4278-ae6f-cc2413b096d8,KIMCHI-5736,KIMCHI-5736,Dania gotowe,Danie instant makaron świeży udon Hot Chicken 215g - Garak,Garak Instant Fresh Udon Hot Chicken 215g,"Danie instant makaron świeży udon Hot Chicken 215g - Garak Włóż makaron do miski i zalej gorąco wodą do wskazanej linii, wstaw do mikrofali na 2 minuty (700W), następnie odlej wodę zostawiając około 2 łyżki stołowe. Dodaj saszetkę z przyprawami i dokładnie wymieszaj. Gotowe! :)",Instant fresh udon with hot chicken flavor in a 215g package by Garak.,translated,
21487323-f28b-4257-a450-d748b38a803f,KIMCHI-5738,KIMCHI-5738,Dania gotowe,Danie instant makaron świeży udon Katsuo z grzybami 215g - Garak,Garak Instant Fresh Udon Katsuo with Mushrooms 215g,"Danie instant makaron świeży udon Katsuo z grzybami 215g - Garak Włóż makaron do miski i zalej gorąco wodą do wskazanej linii, wstaw do mikrofali na 2 minuty (700W), następnie odlej wodę zostawiając około 2 łyżki stołowe. Dodaj saszetkę z przyprawami i dokładnie wymieszaj. Gotowe! :)",Instant fresh udon with katsuo and mushrooms in a 215g package by Garak.,translated,
27b211f6-0503-4c78-a311-b523450ec517,KIMCHI-5739,KIMCHI-5739,Dania gotowe,Danie instant makaron świeży udon Kimchi 213g - Garak,Garak Instant Fresh Udon Kimchi 213g,"Danie instant makaron świeży udon Kimchi 213g - Garak Włóż makaron do miski i zalej gorąco wodą do wskazanej linii, wstaw do mikrofali na 2 minuty (700W), następnie odlej wodę zostawiając około 2 łyżki stołowe. Dodaj saszetkę z przyprawami i dokładnie wymieszaj. Gotowe! :)",Instant fresh udon with kimchi flavor in a 213g package by Garak.,translated,
d2274c7c-6ad5-484f-8256-b66c5d771c66,KIMCHI-4098,KIMCHI-4098,Dania gotowe,"Danie instant Tteokbokki, kluski ryżowe w pikantnym sosie 160g - Sempio","Instant Tteokbokki, rice cakes in spicy sauce 160g - Sempio","Danie instant Tteokbokki, kluski ryżowe w pikantnym sosie 160g - Sempio to idealna propozycja dla miłośników koreańskiej kuchni, którzy pragną cieszyć się autentycznym smakiem w szybki i łatwy sposób. Tteokbokki to tradycyjne danie koreańskie składające się z miękkich i kleistych klusek ryżowych, zanurzonych w pikantnym sosie. Sempio przygotowało wyjątkową recepturę, która pozwala cieszyć się tym przysmakiem w zaledwie kilka minut. Wystarczy dodać wodę i podgrzewać w mikrofali, a po chwili masz gotowe danie o wyrazistym smaku i przyjemnej konsystencji. Nie tylko pomoże zaspokoić apetyt, ale także zapewni niezapomniane doznania smakowe. Rozpieszcz się smakiem Korei z daniami instant Tteokbokki 160g - Sempio :) Dodać gorącą wodę do wskazanej linii w kubku i podgrzewać w kuchence mikrofalowej przez 4 minuty. Smacznego! Wskazówki - Tteokbokki należy spożyć od razu po przygotowaniu. Po otwarciu opakowania kluski mogą mieć delikatny zapach alkoholu, używanego jako naturalny konserwant. Pozostałości ulegną wyparowaniu podczas podgrzewania produktu.","Instant Tteokbokki, rice cakes in spicy sauce 160g - Sempio",translated,
73f84fcb-c4f7-488c-b7dc-db881e153c46,KIMCHI-4099,KIMCHI-4099,Dania gotowe,"Danie instant Tteokbokki, kluski ryżowe w słodko-pikantnym sosie 160g - Sempio","Instant Tteokbokki, rice cakes in sweet and spicy sauce 160g - Sempio","Danie instant Tteokbokki, kluski ryżowe w słodko-pikantnym sosie 160g - Sempio to pyszna propozycja dla miłośników koreańskiej kuchni, którzy pragną cieszyć się autentycznym smakiem w szybki i łatwy sposób. Tteokbokki to tradycyjne danie koreańskie składające się z miękkich i kleistych klusek ryżowych, zanurzonych w słodko-pikantnym sosie. Sempio stworzyło wyjątkową recepturę, która pozwala na przygotowanie tego smakołyku w zaledwie kilka minut. Wystarczy dodać wodę i podgrzewać, a po chwili masz gotowe danie o zbalansowanym smaku słodkim i pikantnym. Kluski ryżowe w połączeniu z aromatycznym sosem tworzą niezwykle smakowitą kompozycję. Pozwól sobie na kulinarną podróż do Korei z daniami instant Tteokbokki 160g - Sempio. Dodać gorącą wodę do linii wewnątrz kubka, przykryć i podgrzewać z kuchence mikrofalowej przez 4 minuty. Smacznego! Wskazówki - Tteokbokki należy spożyć od razu po przygotowaniu. Po otwarciu opakowania kluski mogą mieć delikatny zapach alkoholu, używanego jako naturalny konserwant. Pozostałości ulegną wyparowaniu podczas podgrzewania produktu.","Instant Tteokbokki, rice cakes in sweet and spicy sauce 160g - Sempio",translated,
5e6fd008-e5cf-47c3-ba30-f14c0d550d06,KIMCHI-5223,KIMCHI-5223,Dania gotowe,Danie instant z ziemniaczanym makaronem Japchae Cup 82g - Sempio,Instant Japchae Cup with potato noodles 82g - Sempio,Danie instant z ziemniaczanym makaronem Japchae Cup 82g - Sempio,Instant Japchae Cup with potato noodles 82g - Sempio,translated,
09051961-f5a1-4ff3-94e9-cf77c8b56cb0,KIMCHI-5240,KIMCHI-5240,Ramyun / Ramen,"Danie Jin Jjajang Smoked Black Bean, smak wędzonej fasoli 135g - Ottogi","Jin Jjajang Smoked Black Bean Dish, smoked bean flavor 135g - Ottogi","Danie Jin Jjajang Smoked Black Bean, smak wędzonej fasoli 135g - Ottogi Zagotować 600 ml wody. Do wrzątku wrzucić makaron oraz zawartość paczuszki z suszonymi warzywami. Gotować przez 5 minut na średnim ogniu, a następnie odsączyć noodle, pozostawiając ok. 4 łyżki wody. Do ugotowanego makaronu dodać zawartość saszetek z przyprawą i olejem. Wszystko razem dokładnie wymieszać i podawać na gorąco. Smacznego!","Jin Jjajang Smoked Black Bean Dish, smoked bean flavor 135g - Ottogi",translated,
073677c6-9485-4ff4-a518-a15ce713a164,KIMCHI-5797,KIMCHI-5797,Ramyun / Ramen,Danie koreańskie instant Japchae Noodle 75g - Ottogi,Instant Korean Japchae Noodle 75g - Ottogi,"Danie koreańskie instant Japchae Noodle 75g - Ottogi Do 450 ml wody wsyp suszone dodatki. Gdy woda zacznie wrzeć, dodaj makaron i gotuj jeszcze przez 5 minut. Gdy makaron będzie już odpowiedni to odcedź go z wody. Dodaj do makaronu sos w płynie oraz olej sezamowy, dokładnie wymieszaj, gotowe :)",Instant Korean Japchae Noodle 75g - Ottogi,translated,
f6bdd14a-4db0-440d-ab1f-7455ff157663,KIMCHI-4715,KIMCHI-4715,Dania gotowe,Danie makaron carbonara o smaku bekonu 85g - MAMA Oriental Kitchen,Carbonara flavored noodle dish with bacon 85g - MAMA Oriental Kitchen,"Danie makaron carbonara o smaku bekonu 85g - MAMA Oriental Kitchen Sposób przygotowania: W garnku zagotuj 400 ml wody. Do wrzątku dodaj makaron oraz zawartość saszetki z warzywami. Gotuj przez 3-4 minuty, po czym odsącz z wody i przełóż do miski. Dodaj zawartość paczki z przyprawami, wymieszaj dokładnie i gotowe. Wskazówka: Po wymieszaniu makaronu z przyprawami, podsmaż go przez chwilę na patelni. Po przełożeniu na talerz posyp danie odrobiną płatków chili i obfitą ilością dymki. Smacznego!",Carbonara flavored noodle dish with bacon 85g - MAMA Oriental Kitchen,translated,
333df603-f734-45cb-9e4e-6b6c982fc205,KIMCHI-4340,KIMCHI-4340,Ramyun / Ramen,Danie makaron Gotsumori Shio-Yakisoba 156g - Maruchan,Gotsumori Shio-Yakisoba Noodle Dish 156g - Maruchan,"Danie Gotsumori Shio-Yakisoba 156g - Maruchan Miękki, a zarazem przyjemnie sprężysty makaron okalany ciepłym bulionem to pokrzepiający, swojski posiłek, który idealnie sprawdzi się na lunch lub na kolację.",Gotsumori Shio-Yakisoba Noodle Dish 156g - Maruchan,translated,
3188ddce-6b74-436e-838d-be6d7d8f0aa9,KIMCHI-4922,KIMCHI-4922,Ramyun / Ramen,Danie makaron Gotsumori Yakisoba 171g - Maruchan,Gotsumori Yakisoba Noodle Dish 171g - Maruchan,"Danie makaron Gotsumori Yakisoba 171g - Maruchan Miękki, a zarazem przyjemnie sprężysty makaron okalany ciepłym bulionem to pokrzepiający, swojski posiłek, który idealnie sprawdzi się na lunch lub na kolację.",Gotsumori Yakisoba Noodle Dish 171g - Maruchan,translated,
cbdef7c1-deaf-493a-a97e-8e9b8c314377,KIMCHI-5200,KIMCHI-5200,Ramyun / Ramen,"Danie makaronowe Bodle Bodle Stir-fry Cheese Ramen o smaku serowym, lekko pikantne 120g - Ottogi","Bodle Bodle Stir-fry Cheese Ramen with cheese flavor, slightly spicy 120g - Ottogi","Danie makaronowe Bodle Bodle Stir-fry Cheese Ramen o smaku serowym, lekko pikantne 120g - Ottogi Zagotować 550 ml wody, dodać makaron i gotować przez 3,5 minuty. Następnie odlej wodę zostawiając około 3 łyżki wody. Na koniec dodać saszetkę z posypką serową, dobrze wymieszać i gotowe.","Bodle Bodle Stir-fry Cheese Ramen with cheese flavor, slightly spicy 120g - Ottogi",translated,
15454af0-6545-4306-8d45-aabb78a053e7,KIMCHI-5374,KIMCHI-5374,Dania gotowe,Danie makaron ramen Spicy Mongolian Bowl 240g - Obento,Spicy Mongolian Bowl Ramen 240g - Obento,"Uwaga! Krótka data minimalnej trwałości. Najlepiej spożyć do: 17.02.2026 Produkty z krótkim terminem ważności nie podlegają zwrotom. Danie makaron ramen Spicy Mongolian Bowl 240g - Obento Otwórz pojemnik i wyjmij wszystkie saszetki. Dodaj makaron, saszetkę z sosem oraz z suszonymi warzywami. Dolej około 4 łyżki wody. Wstaw do mikrofali na 2 min. Dobrze wymieszaj i dodaj saszetkę z posypką, gotowe :)",Spicy Mongolian Bowl Ramen 240g - Obento,translated,
2836d460-de1f-4c6e-939a-5282c5c2c1d6,KIMCHI-5373,KIMCHI-5373,Dania gotowe,Danie makaron ramen spicy sesame Bowl 240g - Obento,Spicy Sesame Ramen Bowl 240g - Obento,"Danie makaron ramen spicy sesame Bowl 240g - Obento Otwórz pojemnik i wyjmij wszystkie saszetki. Dodaj makaron, saszetkę z sosem oraz z suszonymi warzywami. Dolej około 4 łyżki wody. Wstaw do mikrofali na 2 min. Dobrze wymieszaj i dodaj saszetkę z posypką, gotowe :)","Spicy Sesame Ramen Bowl 240g - Obento. Prepare by adding noodles, sauce, and dried vegetables, then microwave for 2 minutes.",translated,
7afe3a35-bbd7-43e5-afd8-46600f967fa2,KIMCHI-5371,KIMCHI-5371,Dania gotowe,Danie makaron świeży udon Korean Style BBQ 187g - Bibigo,Korean Style BBQ Fresh Udon 187g - Bibigo,"Danie makaron świeży udon Korean Style BBQ 187g - Bibigo Dodaj 45 ml (ok. 3 łyżki) wody do miski, wstaw do mikrofali (700W) na 2 minuty, dodaj sos i dokładnie wymieszaj, gotowe! :)","Korean Style BBQ Fresh Udon 187g - Bibigo. Add water, microwave for 2 minutes, mix in the sauce, and it's ready to eat.",translated,
